#!(s),Date,Time,TA_SP30P1_ET2,CO_SP30P1_ET2,DBS_SP30P1_ET2,DBE_SP30P1_ET2,TA_SP30P2_ET2,CO_SP30P2_ET2,DBS_SP30P2_ET2,DBE_SP30P2_ET2
1731989785,19.11.2024,4:16:25,18.9,329,551,583,19.3,0,551,562
1731990688,19.11.2024,4:31:28,18.9,321,551,594,19.3,0,562,562
1731991591,19.11.2024,4:46:31,18.9,329,551,540,19.2,0,562,551
1731992494,19.11.2024,5:01:34,18.9,329,562,551,19.3,0,562,562
1731993397,19.11.2024,5:16:37,18.9,329,540,540,19.3,0,540,551
1731994300,19.11.2024,5:31:40,18.9,329,562,551,19.2,0,551,562
1731995203,19.11.2024,5:46:43,18.9,329,562,529,19.3,0,551,551
1731996107,19.11.2024,6:01:47,18.9,329,562,594,19.3,0,562,562
1731997010,19.11.2024,6:16:50,19,329,551,529,19.3,0,551,551
1731997913,19.11.2024,6:31:53,19,329,562,572,19.4,0,583,562
1731998816,19.11.2024,6:46:56,19,329,540,572,19.3,0,551,551
1731999719,19.11.2024,7:01:59,19,329,562,540,19.4,0,551,540
1732000623,19.11.2024,7:17:03,18.9,321,540,529,19.3,0,562,551
1732001526,19.11.2024,7:32:06,18.9,321,562,562,19.2,0,540,562
1732002429,19.11.2024,7:47:09,18.9,313,551,529,19.2,0,562,540
1732003332,19.11.2024,8:02:12,19,321,551,551,19.3,0,551,572
1732004235,19.11.2024,8:17:15,19.1,321,562,551,19.3,0,551,551
1732005138,19.11.2024,8:32:18,19.2,337,562,572,19.4,0,551,540
1732006042,19.11.2024,8:47:22,19.2,337,551,540,19.5,0,562,572
1732006945,19.11.2024,9:02:25,19.2,337,551,540,19.4,7,529,540
1732007848,19.11.2024,9:17:28,19.2,360,562,551,19.8,0,540,551
1732008751,19.11.2024,9:32:31,19.3,360,562,551,19.9,0,562,540
1732009654,19.11.2024,9:47:34,19.4,353,562,572,20,0,551,562
1732010557,19.11.2024,10:02:37,19.8,541,551,540,20.3,0,551,551
1732011460,19.11.2024,10:17:40,19.8,572,551,500,20.6,0,572,529
1732012364,19.11.2024,10:32:44,20.2,549,551,583,20.9,0,551,551
1732013267,19.11.2024,10:47:47,20.4,549,551,594,21,0,572,562
1732014170,19.11.2024,11:02:50,20.6,619,551,562,21.2,0,551,562
1732015073,19.11.2024,11:17:53,20.9,643,562,508,21.2,0,562,562
1732015976,19.11.2024,11:32:56,20.7,517,562,529,21.3,0,572,551
1732016879,19.11.2024,11:47:59,20.5,470,562,529,21.3,0,562,551
1732017783,19.11.2024,12:03:03,20.5,455,562,572,21.5,0,540,562
1732018686,19.11.2024,12:18:06,20.5,486,551,551,21.4,0,551,562
1732019589,19.11.2024,12:33:09,21.1,619,562,540,21.6,0,562,562
1732020492,19.11.2024,12:48:12,20.7,494,540,540,21.7,0,572,572
1732021395,19.11.2024,13:03:15,20.6,439,551,540,21.5,0,551,551
1732022298,19.11.2024,13:18:18,20.3,400,551,518,21.1,0,529,551
1732023201,19.11.2024,13:33:21,20.2,376,551,572,21,0,540,562
1732024104,19.11.2024,13:48:24,20.2,376,562,562,19.5,0,551,551
1732025008,19.11.2024,14:03:28,20.2,392,562,518,20.5,0,540,572
1732025911,19.11.2024,14:18:31,20.2,462,562,572,19.4,0,551,562
1732026814,19.11.2024,14:33:34,20.5,470,551,551,19,0,562,562
1732027717,19.11.2024,14:48:37,20.4,470,562,540,19.2,0,562,540
1732028620,19.11.2024,15:03:40,20.3,455,551,562,18.9,0,562,562
1732029524,19.11.2024,15:18:44,20.3,447,551,500,19.1,0,551,551
1732030427,19.11.2024,15:33:47,20.3,455,562,583,19,0,562,551
1732031330,19.11.2024,15:48:50,19.5,494,562,583,18.8,0,540,562
1732032233,19.11.2024,16:03:53,19.7,509,572,518,19.1,0,551,551
1732033136,19.11.2024,16:18:56,19.7,509,551,601,19.2,0,540,551
1732034039,19.11.2024,16:33:59,19.7,439,562,540,19.4,0,551,540
1732034943,19.11.2024,16:49:03,20,400,551,594,19.6,0,562,540
1732035846,19.11.2024,17:04:06,19.8,376,551,583,20.6,0,551,551
1732036749,19.11.2024,17:19:09,19.6,337,562,562,20.6,0,572,551
1732037652,19.11.2024,17:34:12,19.5,321,562,562,20.5,0,572,562
1732038555,19.11.2024,17:49:15,19.4,321,562,551,20.5,0,551,562
1732039458,19.11.2024,18:04:18,19.4,321,562,540,20.4,0,540,562
1732040361,19.11.2024,18:19:21,19.5,329,572,594,20.4,0,562,540
1732041265,19.11.2024,18:34:25,19.7,400,551,500,20.4,0,562,562
1732042168,19.11.2024,18:49:28,20.2,564,562,562,20.3,0,562,562
1732043071,19.11.2024,19:04:31,20.1,588,551,583,20.2,0,562,572
1732043974,19.11.2024,19:19:34,20.2,517,572,540,20.2,0,572,551
1732044877,19.11.2024,19:34:37,20,407,572,529,20.1,0,562,551
1732045780,19.11.2024,19:49:40,19.7,353,562,551,20,0,540,551
1732046684,19.11.2024,20:04:44,19.5,337,551,572,19.9,0,551,540
1732047587,19.11.2024,20:19:47,19.4,329,562,562,19.8,0,562,551
1732048490,19.11.2024,20:34:50,19.4,329,551,540,19.8,0,540,562
1732049393,19.11.2024,20:49:53,19.3,321,551,540,19.7,0,562,551
1732050296,19.11.2024,21:04:56,19.2,313,551,583,19.7,0,572,551
1732051199,19.11.2024,21:19:59,19.2,321,551,540,19.7,0,540,551
1732052103,19.11.2024,21:35:03,19.2,313,562,551,19.6,0,562,562
1732053006,19.11.2024,21:50:06,19.2,313,551,518,19.4,0,562,572
1732053909,19.11.2024,22:05:09,19.1,313,562,594,19.4,0,551,540
1732054812,19.11.2024,22:20:12,19.1,313,551,468,19.4,0,572,562
1732055715,19.11.2024,22:35:15,19,313,551,583,19.4,0,562,562
1732056618,19.11.2024,22:50:18,19,313,551,562,19.4,0,551,529
1732057521,19.11.2024,23:05:21,19,313,551,479,19.5,0,551,540
1732058425,19.11.2024,23:20:25,19,313,540,583,19.3,0,540,540
1732059328,19.11.2024,23:35:28,18.9,313,551,529,19.5,0,551,540
1732060231,19.11.2024,23:50:31,18.9,313,551,562,19.2,0,540,551
1732061134,20.11.2024,0:05:34,18.9,313,551,583,19.3,0,572,562
1732062037,20.11.2024,0:20:37,18.9,313,551,562,19.2,0,562,540
1732062941,20.11.2024,0:35:41,18.9,313,551,551,19.2,0,551,562
1732063844,20.11.2024,0:50:44,18.9,313,551,583,19.2,0,551,562
1732064747,20.11.2024,1:05:47,18.9,313,562,551,19.2,0,540,540
1732065650,20.11.2024,1:20:50,18.8,313,551,551,19.2,0,562,551
1732066553,20.11.2024,1:35:53,18.8,321,551,529,19.1,0,551,562
1732067456,20.11.2024,1:50:56,18.8,313,540,551,19.2,0,551,562
1732068360,20.11.2024,2:06:00,18.7,313,562,562,19.2,0,551,562
1732069263,20.11.2024,2:21:03,18.7,321,562,551,19.1,0,551,551
1732070166,20.11.2024,2:36:06,18.7,313,551,518,19,0,562,551
1732071069,20.11.2024,2:51:09,18.7,321,562,540,19,0,551,562
1732071972,20.11.2024,3:06:12,18.8,313,551,551,19,0,551,562
1732072876,20.11.2024,3:21:16,18.7,321,551,540,19,0,562,551
1732073779,20.11.2024,3:36:19,18.7,321,551,572,19.1,0,562,572
1732074682,20.11.2024,3:51:22,18.7,321,551,479,19.1,0,562,551
1732075585,20.11.2024,4:06:25,18.7,313,562,540,19,0,551,562
1732076488,20.11.2024,4:21:28,18.7,321,562,508,19.1,0,551,551
1732077391,20.11.2024,4:36:31,18.7,313,562,601,19,0,551,551
1732078294,20.11.2024,4:51:34,18.7,313,562,551,19,0,551,562
1732079198,20.11.2024,5:06:38,18.7,321,562,594,19,0,562,572
1732080101,20.11.2024,5:21:41,18.7,321,562,540,19,0,562,562
1732081004,20.11.2024,5:36:44,18.7,321,551,583,19.1,0,551,572
1732081907,20.11.2024,5:51:47,18.7,321,562,572,19,0,540,551
1732082810,20.11.2024,6:06:50,18.7,321,551,529,19,0,540,562
1732083713,20.11.2024,6:21:53,18.7,321,562,529,19,0,551,551
1732084616,20.11.2024,6:36:56,18.7,321,551,572,19,0,562,551
1732085520,20.11.2024,6:52:00,18.7,321,551,500,19,0,540,551
1732086423,20.11.2024,7:07:03,18.6,321,562,551,18.9,0,540,551
1732087326,20.11.2024,7:22:06,18.6,321,562,518,19,0,551,551
1732088229,20.11.2024,7:37:09,18.6,329,540,562,19,0,540,562
1732089132,20.11.2024,7:52:12,18.7,329,562,551,19.1,0,551,562
1732090036,20.11.2024,8:07:16,18.8,353,540,551,19.1,0,572,562
1732090939,20.11.2024,8:22:19,19.5,619,562,562,18.7,0,562,529
1732091842,20.11.2024,8:37:22,20.1,682,562,540,18.9,0,572,562
1732092745,20.11.2024,8:52:25,20.4,713,540,551,19.5,0,562,551
1732093648,20.11.2024,9:07:28,20.7,870,551,540,20.3,0,562,551
1732094551,20.11.2024,9:22:31,20.9,862,540,562,20.5,0,551,1652
1732095454,20.11.2024,9:37:34,21.2,909,551,529,20.4,0,572,551
1732096358,20.11.2024,9:52:38,21.6,933,551,594,20.8,0,562,562
1732097261,20.11.2024,10:07:41,21.9,933,562,529,20.7,0,551,551
1732098164,20.11.2024,10:22:44,22.3,847,551,562,21.4,0,540,551
1732099067,20.11.2024,10:37:47,22.2,698,551,529,21.7,0,562,551
1732099970,20.11.2024,10:52:50,22,494,551,655,22,0,562,612
1732100873,20.11.2024,11:07:53,22.6,690,562,518,22.3,0,562,562
1732101777,20.11.2024,11:22:57,23.1,596,551,540,22.1,0,551,562
1732102680,20.11.2024,11:38:00,23.2,886,551,508,22.3,0,551,551
1732103583,20.11.2024,11:53:03,23.8,886,551,500,23.1,0,551,562
1732104486,20.11.2024,12:08:06,24.1,925,562,572,23.1,0,572,529
1732105389,20.11.2024,12:23:09,24.3,807,562,583,23.2,0,551,540
1732106292,20.11.2024,12:38:12,24.7,886,562,583,23.5,0,551,562
1732107195,20.11.2024,12:53:15,24.8,862,551,572,23.5,0,551,562
1732108099,20.11.2024,13:08:19,25,800,562,540,23.5,0,540,540
1732109002,20.11.2024,13:23:22,24.9,666,562,562,23.5,0,540,562
1732109905,20.11.2024,13:38:25,24.7,447,562,551,23.6,0,551,551
1732110808,20.11.2024,13:53:28,24.9,368,540,508,23.6,0,562,562
1732111711,20.11.2024,14:08:31,25,337,551,572,23.6,0,551,551
1732112614,20.11.2024,14:23:34,24.7,376,540,540,23.5,0,562,562
1732113517,20.11.2024,14:38:37,24.2,400,551,540,23.6,0,562,562
1732114421,20.11.2024,14:53:41,23.5,415,551,540,23.5,0,551,551
1732115324,20.11.2024,15:08:44,22.6,376,562,551,23.5,0,562,562
1732116227,20.11.2024,15:23:47,22.5,353,551,518,23.3,0,551,551
1732117130,20.11.2024,15:38:50,22.4,329,562,572,23.1,0,540,562
1732118033,20.11.2024,15:53:53,22.5,321,562,572,23.2,0,562,551
1732118936,20.11.2024,16:08:56,22.2,313,562,551,23.4,0,529,551
1732119840,20.11.2024,16:24:00,21.6,313,562,572,23.2,0,562,551
1732120743,20.11.2024,16:39:03,21.4,313,562,551,23.2,0,562,562
1732121646,20.11.2024,16:54:06,21.2,313,562,572,22.8,0,572,540
1732122549,20.11.2024,17:09:09,20.9,321,551,562,22.7,0,572,551
1732123452,20.11.2024,17:24:12,20.6,313,562,562,22.5,0,562,551
1732124355,20.11.2024,17:39:15,20.2,329,551,529,22.2,0,572,529
1732125259,20.11.2024,17:54:19,20.1,329,562,540,21.7,0,562,562
1732126162,20.11.2024,18:09:22,20,321,562,562,21.5,0,551,540
1732127065,20.11.2024,18:24:25,19.9,321,551,518,21.2,0,540,551
1732127968,20.11.2024,18:39:28,19.8,329,551,551,21.1,0,540,562
1732128871,20.11.2024,18:54:31,19.7,329,540,540,21,0,551,540
1732129775,20.11.2024,19:09:35,19.6,329,572,540,20.8,0,551,562
1732130678,20.11.2024,19:24:38,19.5,329,562,594,20.6,0,562,562
1732131581,20.11.2024,19:39:41,19.2,329,551,529,20.5,0,562,540
1732132484,20.11.2024,19:54:44,19.3,329,540,529,20.5,0,562,540
1732133387,20.11.2024,20:09:47,19.3,329,551,562,20.4,0,562,551
1732134290,20.11.2024,20:24:50,19.2,329,551,562,20.2,0,562,562
1732135193,20.11.2024,20:39:53,19.2,329,562,572,20.3,0,562,540
1732136096,20.11.2024,20:54:56,19.2,329,551,529,20.2,0,540,572
1732137000,20.11.2024,21:10:00,19.2,321,551,562,20,0,562,562
1732137903,20.11.2024,21:25:03,19.2,321,551,594,19.9,0,562,562
1732138806,20.11.2024,21:40:06,19.1,329,562,551,19.9,0,562,551
1732139709,20.11.2024,21:55:09,19.1,329,562,518,19.8,0,572,540
1732140612,20.11.2024,22:10:12,19,321,562,551,19.9,0,562,583
1732141515,20.11.2024,22:25:15,18.9,321,562,490,19.8,0,551,551
1732142418,20.11.2024,22:40:18,18.9,321,572,529,19.8,0,562,551
1732143321,20.11.2024,22:55:21,19,321,551,601,19.8,0,551,562
1732144225,20.11.2024,23:10:25,18.8,321,551,551,19.8,0,572,551
1732145128,20.11.2024,23:25:28,18.8,321,540,562,19.6,0,551,562
1732146031,20.11.2024,23:40:31,18.7,321,562,551,19.7,0,562,540
1732146934,20.11.2024,23:55:34,18.7,321,572,562,19.5,0,551,540
1732147837,21.11.2024,0:10:37,18.6,313,562,529,19.7,0,562,551
1732148740,21.11.2024,0:25:40,18.7,321,562,562,19.4,0,562,572
1732149644,21.11.2024,0:40:44,18.5,321,562,562,19.4,0,540,562
1732150547,21.11.2024,0:55:47,18.5,321,562,601,19.4,0,540,551
1732151450,21.11.2024,1:10:50,18.5,321,551,583,19.4,0,551,551
1732152353,21.11.2024,1:25:53,18.4,321,551,551,19.5,0,562,551
1732153256,21.11.2024,1:40:56,18.4,321,551,540,19.4,0,594,572
1732154159,21.11.2024,1:55:59,18.5,321,551,594,19.4,0,562,562
1732155063,21.11.2024,2:11:03,18.4,321,551,601,19.3,0,562,572
1732155966,21.11.2024,2:26:06,18.4,321,551,572,19.4,0,540,551
1732156869,21.11.2024,2:41:09,18.4,321,562,529,19.4,0,540,562
1732157772,21.11.2024,2:56:12,18.4,321,551,572,19.3,0,583,551
1732158675,21.11.2024,3:11:15,18.3,321,551,594,19.3,0,551,540
1732159579,21.11.2024,3:26:19,18.3,321,551,508,19.4,0,551,562
1732160482,21.11.2024,3:41:22,18.3,321,551,508,19.4,0,529,562
1732161385,21.11.2024,3:56:25,18.3,321,551,562,19.3,0,551,551
1732162288,21.11.2024,4:11:28,18.3,321,551,551,19.2,0,562,551
1732163191,21.11.2024,4:26:31,18.3,329,540,572,19.2,0,572,562
1732164094,21.11.2024,4:41:34,18.2,329,551,551,19.2,0,529,572
1732164997,21.11.2024,4:56:37,18.2,321,551,583,19.1,0,540,562
1732165901,21.11.2024,5:11:41,18.3,329,551,518,19.1,0,562,562
1732166804,21.11.2024,5:26:44,18.4,321,551,529,19.4,0,572,540
1732167707,21.11.2024,5:41:47,18.5,337,572,583,19.3,0,562,540
1732168610,21.11.2024,5:56:50,18.6,345,562,583,19,0,551,583
1732169513,21.11.2024,6:11:53,18.6,337,572,529,19,0,551,529
1732170417,21.11.2024,6:26:57,18.5,329,551,612,18.8,0,572,551
1732171320,21.11.2024,6:42:00,18.4,329,551,518,18.8,0,551,562
1732172223,21.11.2024,6:57:03,18.4,329,562,562,18.7,0,572,562
1732173126,21.11.2024,7:12:06,18.4,329,562,551,18.6,0,562,562
1732174029,21.11.2024,7:27:09,18.4,321,562,601,18.6,0,551,562
1732174932,21.11.2024,7:42:12,18.4,329,562,594,18.6,0,540,551
1732175835,21.11.2024,7:57:15,18.4,337,551,518,18.8,0,562,562
1732176739,21.11.2024,8:12:19,18.5,400,562,540,18.7,0,562,551
1732177642,21.11.2024,8:27:22,18.6,368,562,529,18.8,0,572,551
1732178545,21.11.2024,8:42:25,18.6,353,562,562,18.8,0,562,551
1732179448,21.11.2024,8:57:28,18.6,353,551,529,18.6,0,572,562
1732180351,21.11.2024,9:12:31,18.7,353,551,551,18.7,0,551,540
1732181255,21.11.2024,9:27:35,18.7,360,551,562,18.7,0,540,562
1732182158,21.11.2024,9:42:38,18.7,353,551,583,19.1,0,562,562
1732183061,21.11.2024,9:57:41,18.8,360,551,540,19.2,0,551,551
1732183964,21.11.2024,10:12:44,18.9,360,551,594,19.4,0,551,562
1732184867,21.11.2024,10:27:47,18.9,360,540,562,19.8,0,551,551
1732185770,21.11.2024,10:42:50,19,384,562,551,20.1,0,562,551
1732186674,21.11.2024,10:57:54,19.1,376,562,500,19.3,0,551,529
1732187577,21.11.2024,11:12:57,19,392,540,562,20.4,0,562,540
1732188480,21.11.2024,11:28:00,19,384,551,529,20.5,0,562,562
1732189383,21.11.2024,11:43:03,19,384,551,500,20.7,0,540,562
1732190286,21.11.2024,11:58:06,19,376,551,572,20.9,0,562,562
1732191190,21.11.2024,12:13:10,19.1,376,551,594,21,0,562,540
1732192093,21.11.2024,12:28:13,19,376,562,594,21.1,0,562,540
1732192996,21.11.2024,12:43:16,19,376,551,583,21,0,529,529
1732193899,21.11.2024,12:58:19,19.1,368,562,551,21,0,551,551
1732194803,21.11.2024,13:13:23,19,368,562,583,21,0,572,562
1732195706,21.11.2024,13:28:26,19,368,562,601,20.6,0,562,551
1732196609,21.11.2024,13:43:29,18.9,368,551,551,20.3,0,551,572
1732197512,21.11.2024,13:58:32,18.9,353,562,508,20.1,0,562,572
1732198416,21.11.2024,14:13:36,19,353,562,572,19.9,0,551,540
1732199319,21.11.2024,14:28:39,19,400,562,583,19.7,0,562,551
1732200222,21.11.2024,14:43:42,19.2,478,562,508,19.4,0,562,551
1732201125,21.11.2024,14:58:45,19.2,525,551,572,19.5,0,551,551
1732202028,21.11.2024,15:13:48,19.4,533,551,529,19,0,551,529
1732202931,21.11.2024,15:28:51,19.5,509,540,594,18.9,0,540,551
1732203834,21.11.2024,15:43:54,19.5,533,551,583,18.9,0,562,572
1732204738,21.11.2024,15:58:58,19.4,478,562,518,18.8,0,551,562
1732205641,21.11.2024,16:14:01,19.3,455,551,529,19.2,0,562,562
1732206544,21.11.2024,16:29:04,19.2,447,540,572,19.4,0,583,562
1732207447,21.11.2024,16:44:07,19,455,562,540,19.2,0,551,540
1732208350,21.11.2024,16:59:10,18.9,376,562,562,19.1,0,572,551
1732209253,21.11.2024,17:14:13,18.7,345,540,518,18.8,0,562,562
1732210157,21.11.2024,17:29:17,18.7,329,551,508,19,0,562,551
1732211060,21.11.2024,17:44:20,18.6,329,562,518,19,0,572,562
1732211963,21.11.2024,17:59:23,18.5,329,551,594,19,0,551,529
1732212866,21.11.2024,18:14:26,18.4,321,551,583,19.4,0,551,562
1732213769,21.11.2024,18:29:29,18.4,321,551,562,19.1,0,551,562
1732214672,21.11.2024,18:44:32,18.4,321,551,583,19,0,540,551
1732215576,21.11.2024,18:59:36,18.4,321,551,551,19,0,551,551
1732216479,21.11.2024,19:14:39,18.2,321,551,583,19.4,0,551,562
1732217382,21.11.2024,19:29:42,18.2,321,551,562,19.5,0,540,572
1732218285,21.11.2024,19:44:45,18.2,321,551,562,19.2,0,572,540
1732219188,21.11.2024,19:59:48,18.2,321,551,594,18.6,0,562,551
1732220092,21.11.2024,20:14:52,18.2,321,551,562,18.5,0,562,551
1732220995,21.11.2024,20:29:55,18.1,321,551,562,19.2,0,540,562
1732221898,21.11.2024,20:44:58,18.1,321,551,540,19.1,0,551,540
1732222801,21.11.2024,21:00:01,18.1,321,562,529,19,0,540,551
1732223704,21.11.2024,21:15:04,18.1,321,562,562,18.9,0,540,562
1732224607,21.11.2024,21:30:07,18.1,321,562,551,18.9,7,551,551
1732225511,21.11.2024,21:45:11,18.1,321,551,508,18.6,0,551,551
1732226414,21.11.2024,22:00:14,18,321,551,529,18.5,0,551,551
1732227317,21.11.2024,22:15:17,18,321,540,508,18.4,0,540,551
1732228220,21.11.2024,22:30:20,18.1,321,562,540,18.4,0,529,562
1732229123,21.11.2024,22:45:23,18,321,562,572,18.6,0,551,540
1732230026,21.11.2024,23:00:26,18,329,562,562,18.7,0,562,551
1732230930,21.11.2024,23:15:30,18,321,551,562,18.5,0,562,551
1732231833,21.11.2024,23:30:33,18.1,329,540,594,18.4,0,562,540
1732232736,21.11.2024,23:45:36,18,329,551,562,18.4,0,562,562
1732233639,22.11.2024,0:00:39,17.9,329,562,562,18.3,0,540,551
1732234542,22.11.2024,0:15:42,18,321,562,551,18.2,0,594,562
1732235445,22.11.2024,0:30:45,18.1,321,562,518,18.2,0,540,551
1732236348,22.11.2024,0:45:48,18.1,321,551,508,18.3,0,551,540
1732237252,22.11.2024,1:00:52,18.1,321,551,562,18.4,0,562,540
1732238155,22.11.2024,1:15:55,18,329,562,551,18.1,0,540,551
1732239058,22.11.2024,1:30:58,18.1,329,540,594,18,0,551,551
1732239961,22.11.2024,1:46:01,18.1,321,551,612,17.8,0,540,540
1732240864,22.11.2024,2:01:04,18,321,562,572,17.9,0,572,551
1732241767,22.11.2024,2:16:07,17.9,329,562,490,18.5,0,551,540
1732242671,22.11.2024,2:31:11,18.1,329,540,518,18.5,0,562,540
1732243574,22.11.2024,2:46:14,18.2,321,551,508,18.5,0,551,551
1732244477,22.11.2024,3:01:17,18.2,329,551,551,18.5,0,551,562
1732245380,22.11.2024,3:16:20,18.2,329,551,508,18.3,0,551,551
1732246283,22.11.2024,3:31:23,18.2,329,551,562,18.4,0,562,540
1732247186,22.11.2024,3:46:26,18.1,329,562,551,18.4,0,562,562
1732248089,22.11.2024,4:01:29,18,329,551,572,18.2,0,551,551
1732248993,22.11.2024,4:16:33,17.9,329,551,540,18.2,0,551,551
1732249896,22.11.2024,4:31:36,18.1,329,540,562,18.2,0,551,540
1732250799,22.11.2024,4:46:39,18.2,329,562,562,18.1,0,562,551
1732251702,22.11.2024,5:01:42,18.1,329,540,529,18.1,0,572,562
1732252605,22.11.2024,5:16:45,18.1,329,551,551,18.1,0,551,562
1732253508,22.11.2024,5:31:48,17.8,329,551,562,18.3,0,551,562
1732254412,22.11.2024,5:46:52,17.9,329,551,572,18.2,0,562,540
1732255315,22.11.2024,6:01:55,18.1,329,572,583,17.9,0,562,551
1732256218,22.11.2024,6:16:58,18.2,329,540,540,17.9,0,551,540
1732257121,22.11.2024,6:32:01,18.2,329,551,540,17.9,0,551,551
1732258025,22.11.2024,6:47:05,18.1,329,572,529,18,0,562,562
1732258928,22.11.2024,7:02:08,18.1,329,572,623,18.4,0,551,562
1732259831,22.11.2024,7:17:11,18,329,562,540,18.4,0,551,529
1732260734,22.11.2024,7:32:14,18,337,551,540,18.4,0,562,583
1732261637,22.11.2024,7:47:17,17.9,329,572,562,18.3,0,562,562
1732262540,22.11.2024,8:02:20,17.9,337,562,583,18.3,0,551,562
1732263444,22.11.2024,8:17:24,18.2,337,562,572,18.2,0,562,551
1732264347,22.11.2024,8:32:27,18.2,329,551,562,18.2,0,562,551
1732265250,22.11.2024,8:47:30,18.1,329,551,551,18.2,0,551,562
1732266153,22.11.2024,9:02:33,18,337,572,551,18.2,0,562,540
1732267056,22.11.2024,9:17:36,18.1,337,551,500,18.1,0,551,562
1732267959,22.11.2024,9:32:39,18,329,551,612,18.1,0,540,562
1732268863,22.11.2024,9:47:43,18,337,551,583,18.3,0,551,529
1732269766,22.11.2024,10:02:46,18,337,551,529,18.3,0,562,551
1732270669,22.11.2024,10:17:49,18.1,337,551,562,18.3,0,551,551
1732271572,22.11.2024,10:32:52,18.5,329,540,540,19.2,0,551,540
1732272475,22.11.2024,10:47:55,18.9,329,562,612,20,0,562,551
1732273378,22.11.2024,11:02:58,19,337,551,540,20.4,0,551,562
1732274282,22.11.2024,11:18:02,19.1,337,562,529,20.6,0,562,540
1732275185,22.11.2024,11:33:05,19.2,345,551,540,20.9,0,562,529
1732276088,22.11.2024,11:48:08,19.5,337,562,540,21.1,0,562,551
1732276991,22.11.2024,12:03:11,19.6,337,551,529,21.2,0,551,562
1732277894,22.11.2024,12:18:14,19.8,345,551,540,21.5,0,551,540
1732278797,22.11.2024,12:33:17,20.2,345,562,594,21.7,0,562,562
1732279701,22.11.2024,12:48:21,20.3,337,562,551,21.9,0,562,562
1732280604,22.11.2024,13:03:24,20.6,329,562,540,22,0,540,540
1732281507,22.11.2024,13:18:27,20.6,329,562,562,21.9,0,562,551
1732282410,22.11.2024,13:33:30,20.7,329,562,583,22.2,0,562,551
1732283313,22.11.2024,13:48:33,21,321,572,706,22.5,0,583,2650
1732284216,22.11.2024,14:03:36,20.8,329,562,551,22.6,0,551,562
1732285120,22.11.2024,14:18:40,20.7,329,551,562,22.6,0,551,540
1732286023,22.11.2024,14:33:43,20.6,337,572,508,22.6,0,562,551
1732286926,22.11.2024,14:48:46,20.5,337,562,562,22.5,0,551,562
1732287829,22.11.2024,15:03:49,20.5,337,562,583,22.3,0,540,572
1732288732,22.11.2024,15:18:52,20.6,337,562,594,22.1,0,551,551
1732289635,22.11.2024,15:33:55,20.7,337,540,540,22.5,0,562,551
1732290539,22.11.2024,15:48:59,20.6,329,551,583,22.5,0,551,562
1732291442,22.11.2024,16:04:02,20.4,337,551,540,22.4,0,551,572
1732292345,22.11.2024,16:19:05,20.2,345,562,562,22.3,0,572,540
1732293248,22.11.2024,16:34:08,20.1,353,551,572,22.4,0,540,562
1732294151,22.11.2024,16:49:11,19.9,353,562,518,22.2,0,572,572
1732295054,22.11.2024,17:04:14,19.8,353,551,583,21.9,0,551,551
1732295957,22.11.2024,17:19:17,19.6,360,551,594,21.7,0,551,551
1732296861,22.11.2024,17:34:21,19.7,360,562,562,21.9,0,551,551
1732297764,22.11.2024,17:49:24,19.4,368,551,562,21.8,0,551,551
1732298667,22.11.2024,18:04:27,19.3,368,551,551,21.2,0,562,551
1732299570,22.11.2024,18:19:30,19.2,368,551,540,20.9,0,551,562
