#!(s),Date,Time,TA_SP30P1_ET2,CO_SP30P1_ET2,DBS_SP30P1_ET2,DBE_SP30P1_ET2,TA_SP30P2_ET2,CO_SP30P2_ET2,DBS_SP30P2_ET2,DBE_SP30P2_ET2
1735911311,03.01.2025,13:35:11,22.9,305,551,601,22.5,0,551,562
1735912214,03.01.2025,13:50:14,23.2,305,551,540,22.7,0,562,551
1735913118,03.01.2025,14:05:18,23.3,313,572,518,22.8,0,551,529
1735914021,03.01.2025,14:20:21,23.5,305,562,551,23,0,551,540
1735914924,03.01.2025,14:35:24,23.5,305,562,540,23.1,0,540,551
1735915827,03.01.2025,14:50:27,23.5,313,540,551,23.1,0,551,529
1735916730,03.01.2025,15:05:30,23.5,313,562,540,23.2,0,551,540
1735917633,03.01.2025,15:20:33,23.5,305,540,594,23.1,0,562,540
1735918536,03.01.2025,15:35:36,23.2,305,540,529,23.1,0,551,562
1735919440,03.01.2025,15:50:40,23.3,305,551,500,23.1,0,572,551
1735920343,03.01.2025,16:05:43,23.3,305,562,562,22.8,0,562,583
1735921246,03.01.2025,16:20:46,23,313,551,562,22.5,0,551,572
1735922149,03.01.2025,16:35:49,22.3,298,551,572,22.3,0,551,562
1735923052,03.01.2025,16:50:52,21.6,305,562,623,21.9,0,551,551
1735923955,03.01.2025,17:05:55,21.2,313,562,540,21.6,0,562,551
1735924859,03.01.2025,17:20:59,20.9,321,551,551,21.3,0,551,551
1735925762,03.01.2025,17:36:02,20.6,321,551,562,21,0,551,551
1735926665,03.01.2025,17:51:05,20.2,329,562,551,20.7,0,551,551
1735927568,03.01.2025,18:06:08,19.9,329,551,518,20.5,0,572,551
1735928471,03.01.2025,18:21:11,19.7,345,572,479,20.4,0,562,490
1735929374,03.01.2025,18:36:14,19.4,345,562,583,20.2,0,562,540
1735930278,03.01.2025,18:51:18,19.2,345,551,562,20.1,0,551,562
1735931181,03.01.2025,19:06:21,19,345,562,551,19.9,0,572,551
1735932084,03.01.2025,19:21:24,19,360,562,518,19.8,0,551,529
1735932987,03.01.2025,19:36:27,18.9,360,562,562,19.8,0,551,562
1735933890,03.01.2025,19:51:30,18.8,368,572,540,19.4,0,562,562
1735934794,03.01.2025,20:06:34,18.7,360,562,518,19.5,0,562,572
1735935697,03.01.2025,20:21:37,18.6,360,551,529,19.4,0,551,540
1735936600,03.01.2025,20:36:40,18.5,353,562,572,19.4,0,540,572
1735937503,03.01.2025,20:51:43,18.4,353,562,551,19.1,0,551,551
1735938406,03.01.2025,21:06:46,18.3,353,551,594,19.2,0,572,562
1735939309,03.01.2025,21:21:49,18.3,353,562,572,19.1,0,562,551
1735940213,03.01.2025,21:36:53,18.2,353,540,529,18.8,0,562,562
1735941116,03.01.2025,21:51:56,18.2,353,551,551,18.9,0,562,572
1735942019,03.01.2025,22:06:59,18.2,360,551,594,18.9,0,551,540
1735942922,03.01.2025,22:22:02,18.2,360,562,540,18.8,0,562,572
1735943825,03.01.2025,22:37:05,18.2,360,551,562,18.9,0,562,551
1735944728,03.01.2025,22:52:08,18.2,360,540,572,18.8,0,562,551
1735945631,03.01.2025,23:07:11,18.1,360,551,594,18.6,0,540,572
1735946535,03.01.2025,23:22:15,18.1,360,540,529,18.7,0,540,551
1735947438,03.01.2025,23:37:18,18.1,353,551,562,18.7,0,583,562
1735948341,03.01.2025,23:52:21,18,353,551,594,18.5,0,562,551
1735949244,04.01.2025,0:07:24,18,353,551,562,18.5,0,551,551
1735950147,04.01.2025,0:22:27,18,353,551,551,18.6,0,562,583
1735951050,04.01.2025,0:37:30,17.9,353,540,583,18.5,0,562,572
1735951954,04.01.2025,0:52:34,18.1,360,551,529,18.3,0,562,562
1735952857,04.01.2025,1:07:37,18.2,360,551,540,18.4,0,540,551
1735953760,04.01.2025,1:22:40,18.1,360,551,583,18.3,0,551,562
1735954663,04.01.2025,1:37:43,18.1,360,551,562,18.4,0,562,562
1735955566,04.01.2025,1:52:46,18,368,562,551,18.2,0,551,551
1735956469,04.01.2025,2:07:49,18.1,368,540,529,18.2,0,529,562
1735957373,04.01.2025,2:22:53,17.9,360,540,572,18,0,551,562
1735958276,04.01.2025,2:37:56,17.8,360,551,601,18,0,562,562
1735959179,04.01.2025,2:52:59,18.1,368,551,529,18,0,572,562
1735960082,04.01.2025,3:08:02,18.2,360,551,508,18.1,0,572,551
1735960985,04.01.2025,3:23:05,18.2,360,551,572,18.1,0,562,551
1735961888,04.01.2025,3:38:08,18.1,368,551,551,18,0,551,551
1735962792,04.01.2025,3:53:12,18.1,368,540,551,18,0,562,562
1735963695,04.01.2025,4:08:15,18,360,551,583,17.9,0,551,562
1735964598,04.01.2025,4:23:18,17.9,353,562,634,18,0,540,551
1735965501,04.01.2025,4:38:21,17.9,360,551,479,18,0,572,540
1735966404,04.01.2025,4:53:24,18.1,360,551,518,18.3,0,562,551
1735967307,04.01.2025,5:08:27,18.2,353,562,540,18.3,0,540,551
1735968211,04.01.2025,5:23:31,18.2,353,551,562,18.2,0,562,551
1735969114,04.01.2025,5:38:34,18.1,353,551,583,18.2,0,562,583
1735970017,04.01.2025,5:53:37,18,360,551,540,17.9,0,572,562
1735970920,04.01.2025,6:08:40,17.9,360,551,540,18,0,562,551
1735971823,04.01.2025,6:23:43,18,360,562,508,17.8,0,562,562
1735972726,04.01.2025,6:38:46,18.2,360,551,529,18.2,0,562,572
1735973630,04.01.2025,6:53:50,18.2,360,551,583,18.5,0,551,562
1735974533,04.01.2025,7:08:53,18.1,360,562,601,18.4,0,551,562
1735975436,04.01.2025,7:23:56,18.1,360,551,508,18.4,0,540,540
1735976339,04.01.2025,7:38:59,18,368,551,540,18.3,0,562,572
1735977242,04.01.2025,7:54:02,17.8,368,551,594,18.1,0,551,540
1735978146,04.01.2025,8:09:06,18,353,551,551,18.1,0,551,572
1735979049,04.01.2025,8:24:09,18.1,353,551,572,18,0,540,562
1735979952,04.01.2025,8:39:12,18.1,360,551,551,18,0,551,551
1735980855,04.01.2025,8:54:15,18,360,562,518,17.9,0,551,572
1735981758,04.01.2025,9:09:18,18.1,360,562,551,17.9,0,562,562
1735982661,04.01.2025,9:24:21,18,368,562,601,18.4,0,562,551
1735983564,04.01.2025,9:39:24,17.9,368,551,540,18.6,0,551,551
1735984468,04.01.2025,9:54:28,18,368,551,583,18.7,0,540,562
1735985371,04.01.2025,10:09:31,18,368,551,551,18.6,0,551,562
1735986274,04.01.2025,10:24:34,18,360,551,572,18.7,0,572,572
1735987177,04.01.2025,10:39:37,18.1,360,540,594,18.8,0,562,551
1735988080,04.01.2025,10:54:40,18.3,360,572,540,19,0,551,562
1735988983,04.01.2025,11:09:43,18.6,360,562,562,19.1,0,562,551
1735989887,04.01.2025,11:24:47,18.8,353,551,594,19.2,0,540,562
1735990790,04.01.2025,11:39:50,19.2,353,562,562,19.4,0,572,572
1735991693,04.01.2025,11:54:53,19.5,345,551,572,19.6,0,551,540
1735992596,04.01.2025,12:09:56,19.9,345,540,551,19.9,0,540,551
1735993499,04.01.2025,12:24:59,20.5,337,562,529,20.4,0,562,551
1735994402,04.01.2025,12:40:02,20.9,337,551,562,20.7,0,551,551
1735995306,04.01.2025,12:55:06,21.2,329,551,572,21,0,551,551
1735996209,04.01.2025,13:10:09,21.5,321,551,529,21.1,0,551,540
1735997112,04.01.2025,13:25:12,21.8,321,572,551,21.3,0,551,583
1735998015,04.01.2025,13:40:15,21.9,321,562,529,21.4,0,540,551
1735998918,04.01.2025,13:55:18,22,321,551,540,21.5,0,583,551
1735999821,04.01.2025,14:10:21,22.2,313,562,500,21.8,0,562,551
1736000725,04.01.2025,14:25:25,22.4,313,551,500,21.9,0,562,540
1736001628,04.01.2025,14:40:28,22.4,313,551,529,21.9,0,551,551
1736002531,04.01.2025,14:55:31,22.3,313,562,540,21.8,0,551,529
1736003434,04.01.2025,15:10:34,22,313,562,529,21.7,0,551,562
1736004337,04.01.2025,15:25:37,21.3,313,551,583,21.5,0,551,583
1736005240,04.01.2025,15:40:40,21,313,551,562,21.3,0,572,562
1736006144,04.01.2025,15:55:44,20.8,313,551,562,21,0,562,562
1736007047,04.01.2025,16:10:47,20.4,321,562,540,20.7,0,572,572
1736007950,04.01.2025,16:25:50,20,313,551,551,20.5,0,562,551
1736008853,04.01.2025,16:40:53,19.8,321,562,518,20.2,0,551,551
1736009756,04.01.2025,16:55:56,19.6,321,562,572,20,0,562,562
1736010659,04.01.2025,17:10:59,19.2,321,562,540,19.9,0,551,562
1736011562,04.01.2025,17:26:02,19.1,321,562,540,19.7,0,562,518
1736012466,04.01.2025,17:41:06,18.9,321,551,572,19.7,0,572,540
1736013369,04.01.2025,17:56:09,18.9,321,551,540,19.4,0,562,562
1736014272,04.01.2025,18:11:12,18.8,321,551,540,19.4,0,562,529
1736015175,04.01.2025,18:26:15,18.7,329,551,529,19.4,0,562,551
1736016079,04.01.2025,18:41:19,18.6,329,551,551,19.2,0,551,572
1736016982,04.01.2025,18:56:22,18.5,329,562,572,19.3,0,540,551
1736017885,04.01.2025,19:11:25,18.5,329,551,583,19.2,0,551,540
1736018788,04.01.2025,19:26:28,18.4,329,562,551,19.1,0,551,562
1736019691,04.01.2025,19:41:31,18.3,329,551,540,19.1,0,551,551
1736020594,04.01.2025,19:56:34,18.4,329,562,562,19,0,562,562
1736021498,04.01.2025,20:11:38,18.3,321,551,594,19.1,0,551,551
1736022401,04.01.2025,20:26:41,18.3,329,562,551,19,0,540,562
1736023304,04.01.2025,20:41:44,18.2,329,551,601,19,0,540,529
1736024207,04.01.2025,20:56:47,18.2,329,551,551,19,0,572,551
1736025110,04.01.2025,21:11:50,18.2,329,551,583,18.9,0,572,540
1736026013,04.01.2025,21:26:53,18.2,329,551,551,18.8,0,551,562
1736026917,04.01.2025,21:41:57,18.2,329,551,551,18.7,0,562,551
1736027820,04.01.2025,21:57:00,18.1,329,551,562,18.7,0,572,562
1736028723,04.01.2025,22:12:03,18.2,329,551,562,18.7,0,540,572
1736029626,04.01.2025,22:27:06,18.2,329,540,583,18.7,0,562,540
1736030529,04.01.2025,22:42:09,18.1,329,562,562,18.8,0,562,583
1736031433,04.01.2025,22:57:13,18.1,329,562,500,18.7,0,540,572
1736032336,04.01.2025,23:12:16,18.2,329,540,572,18.7,0,562,551
1736033239,04.01.2025,23:27:19,18.1,329,562,601,18.9,0,551,562
1736034142,04.01.2025,23:42:22,18.1,329,551,562,18.5,0,529,540
1736035045,04.01.2025,23:57:25,18.1,337,551,529,18.5,0,540,540
1736035948,05.01.2025,0:12:28,18.1,329,551,594,18.5,0,529,583
1736036852,05.01.2025,0:27:32,18.1,337,572,612,18.5,0,540,572
1736037755,05.01.2025,0:42:35,18,329,562,583,18.4,0,562,540
1736038658,05.01.2025,0:57:38,18.1,329,551,529,18.5,0,562,551
1736039561,05.01.2025,1:12:41,18,337,562,594,18.4,0,551,562
1736040464,05.01.2025,1:27:44,18,329,551,562,18.5,0,562,562
1736041368,05.01.2025,1:42:48,18,329,551,572,18.4,0,551,562
1736042271,05.01.2025,1:57:51,18.1,329,551,562,18.5,0,551,551
1736043174,05.01.2025,2:12:54,18.1,329,562,529,18.5,0,540,562
1736044077,05.01.2025,2:27:57,18.1,321,562,518,18.6,0,551,562
1736044980,05.01.2025,2:43:00,18.2,321,551,551,19,0,551,551
1736045883,05.01.2025,2:58:03,18.2,329,540,529,19,0,562,551
1736046787,05.01.2025,3:13:07,18.2,329,551,540,19,0,562,551
1736047690,05.01.2025,3:28:10,18.2,321,551,529,19,0,551,572
1736048593,05.01.2025,3:43:13,18.3,321,562,551,19.1,0,562,583
1736049496,05.01.2025,3:58:16,18.3,321,562,572,19,0,572,551
1736050399,05.01.2025,4:13:19,18.2,321,551,508,19.1,0,529,551
1736051302,05.01.2025,4:28:22,18.3,321,540,583,19.1,0,562,551
1736052206,05.01.2025,4:43:26,18.3,321,562,518,19.1,0,540,551
1736053109,05.01.2025,4:58:29,18.4,321,551,562,19.1,0,551,572
1736054012,05.01.2025,5:13:32,18.3,321,562,562,19.1,0,540,540
1736054915,05.01.2025,5:28:35,18.3,321,562,583,19.1,0,562,562
1736055818,05.01.2025,5:43:38,18.3,321,562,551,19.1,0,562,551
1736056722,05.01.2025,5:58:42,18.3,329,551,551,19.1,0,551,551
1736057625,05.01.2025,6:13:45,18.4,321,551,551,19,0,551,540
1736058528,05.01.2025,6:28:48,18.3,321,551,572,19.1,0,562,562
1736059431,05.01.2025,6:43:51,18.3,321,551,500,19.1,0,551,572
1736060334,05.01.2025,6:58:54,18.2,329,551,572,19,0,551,540
1736061237,05.01.2025,7:13:57,18.3,329,551,540,19,0,540,562
1736062141,05.01.2025,7:29:01,18.3,329,562,572,19.1,0,562,551
1736063044,05.01.2025,7:44:04,18.4,321,562,540,19.1,0,562,551
1736063947,05.01.2025,7:59:07,18.4,329,551,529,19.1,0,551,551
1736064850,05.01.2025,8:14:10,18.3,321,551,529,19.1,0,562,562
1736065753,05.01.2025,8:29:13,18.4,329,562,572,19.2,0,562,551
1736066656,05.01.2025,8:44:16,18.3,329,551,540,19.2,0,572,551
1736067560,05.01.2025,8:59:20,18.4,329,551,540,19,0,562,572
1736068463,05.01.2025,9:14:23,18.4,321,562,572,19.2,0,562,551
1736069366,05.01.2025,9:29:26,18.4,329,551,518,19.1,0,551,551
1736070269,05.01.2025,9:44:29,18.4,321,551,518,19.1,0,540,551
1736071172,05.01.2025,9:59:32,18.5,321,551,612,19.2,0,540,551
1736072076,05.01.2025,10:14:36,18.4,329,551,529,19.2,0,551,540
1736072979,05.01.2025,10:29:39,18.4,329,562,529,19.2,0,551,551
1736073882,05.01.2025,10:44:42,18.5,329,551,540,19.2,0,551,529
1736074785,05.01.2025,10:59:45,18.5,329,562,583,19.2,0,562,562
1736075688,05.01.2025,11:14:48,18.5,321,551,583,19.2,0,540,540
1736076591,05.01.2025,11:29:51,18.5,321,551,540,19.2,0,562,562
1736077495,05.01.2025,11:44:55,18.5,329,562,540,19.2,0,551,562
1736078398,05.01.2025,11:59:58,18.5,321,562,529,19.3,0,551,562
1736079301,05.01.2025,12:15:01,18.5,329,562,508,19.3,0,562,540
1736080204,05.01.2025,12:30:04,18.5,329,562,529,19.3,0,562,562
1736081108,05.01.2025,12:45:08,18.6,329,572,529,19.3,0,551,562
1736082011,05.01.2025,13:00:11,18.5,321,562,540,19.2,0,540,562
1736082914,05.01.2025,13:15:14,18.6,329,562,562,19.4,0,562,551
1736083817,05.01.2025,13:30:17,18.7,329,562,529,19.4,0,562,540
1736084720,05.01.2025,13:45:20,18.8,329,562,562,19.5,0,540,540
1736085624,05.01.2025,14:00:24,18.9,329,551,562,19.5,0,562,540
1736086527,05.01.2025,14:15:27,18.8,321,551,572,19.5,0,551,562
1736087430,05.01.2025,14:30:30,18.9,321,562,540,19.6,0,562,572
1736088333,05.01.2025,14:45:33,18.8,321,562,572,19.6,0,551,562
1736089236,05.01.2025,15:00:36,18.8,321,551,594,19.5,0,562,562
1736090140,05.01.2025,15:15:40,18.8,321,551,540,19.4,0,572,551
1736091043,05.01.2025,15:30:43,18.9,321,551,572,19.5,0,562,562
1736091946,05.01.2025,15:45:46,19,321,562,540,19.7,0,562,551
1736092849,05.01.2025,16:00:49,19,321,562,594,19.6,0,540,562
1736093752,05.01.2025,16:15:52,18.9,321,562,540,19.5,0,551,540
1736094655,05.01.2025,16:30:55,18.9,321,562,572,19.4,0,583,562
1736095558,05.01.2025,16:45:58,18.8,321,562,529,19.5,0,562,551
1736096462,05.01.2025,17:01:02,18.9,321,562,551,19.4,0,551,551
1736097365,05.01.2025,17:16:05,19,321,562,551,19.4,0,562,540
1736098268,05.01.2025,17:31:08,18.9,321,562,594,19.5,0,562,540
1736099171,05.01.2025,17:46:11,18.9,321,572,479,19.4,0,551,551
1736100074,05.01.2025,18:01:14,18.8,321,540,508,19.4,0,551,551
1736100977,05.01.2025,18:16:17,18.8,321,551,594,19.4,0,551,540
1736101880,05.01.2025,18:31:20,18.9,321,551,562,19.4,0,551,551
1736102783,05.01.2025,18:46:23,18.8,305,562,540,19.4,0,562,551
1736103687,05.01.2025,19:01:27,18.8,305,562,562,19.3,0,551,540
1736104590,05.01.2025,19:16:30,18.7,313,551,540,19.4,0,562,540
1736105493,05.01.2025,19:31:33,18.7,305,551,540,19.4,0,551,551
1736106396,05.01.2025,19:46:36,18.6,305,562,551,19.4,0,551,562
1736107299,05.01.2025,20:01:39,18.6,305,562,572,19.4,0,572,540
1736108203,05.01.2025,20:16:43,18.6,305,551,518,19.5,0,551,529
1736109106,05.01.2025,20:31:46,18.6,305,562,529,19.4,0,562,551
1736110009,05.01.2025,20:46:49,18.6,305,583,583,19.4,0,540,551
1736110912,05.01.2025,21:01:52,18.6,305,551,500,19.4,0,551,562
1736111815,05.01.2025,21:16:55,18.7,305,562,540,19.3,0,562,551
1736112718,05.01.2025,21:31:58,18.6,305,551,508,19.3,0,562,562
1736113622,05.01.2025,21:47:02,18.6,305,551,529,19.3,0,562,562
1736114525,05.01.2025,22:02:05,18.6,305,551,518,19.3,0,562,562
1736115428,05.01.2025,22:17:08,18.6,313,562,518,19.3,0,562,540
1736116331,05.01.2025,22:32:11,18.5,313,562,562,19.3,0,551,551
1736117234,05.01.2025,22:47:14,18.6,305,562,529,19.2,0,540,572
1736118137,05.01.2025,23:02:17,18.5,313,562,601,19.3,0,551,551
1736119041,05.01.2025,23:17:21,18.5,305,551,508,19.2,0,551,540
1736119944,05.01.2025,23:32:24,18.5,313,551,529,19.2,0,540,562
1736120847,05.01.2025,23:47:27,18.5,305,551,594,19.4,0,551,540
1736121750,06.01.2025,0:02:30,18.5,305,562,583,19.3,0,562,562
1736122653,06.01.2025,0:17:33,18.4,305,572,594,19.2,0,562,551
1736123556,06.01.2025,0:32:36,18.5,313,551,540,19.2,0,551,562
1736124460,06.01.2025,0:47:40,18.5,305,551,540,19.2,0,551,529
1736125363,06.01.2025,1:02:43,18.5,305,551,518,19.2,0,562,562
1736126266,06.01.2025,1:17:46,18.5,305,551,562,19.2,0,562,562
1736127169,06.01.2025,1:32:49,18.4,313,562,479,19.2,0,551,562
1736128072,06.01.2025,1:47:52,18.5,305,562,562,19.2,0,551,572
1736128975,06.01.2025,2:02:55,18.4,305,551,583,19.2,0,562,562
1736129879,06.01.2025,2:17:59,18.4,305,562,583,19.1,0,562,562
1736130782,06.01.2025,2:33:02,18.4,305,551,583,19.1,0,551,551
1736131685,06.01.2025,2:48:05,18.4,305,551,551,19.1,0,540,551
1736132588,06.01.2025,3:03:08,18.4,305,540,551,19.2,0,562,551
1736133491,06.01.2025,3:18:11,18.5,305,562,508,19.1,0,551,551
1736134395,06.01.2025,3:33:15,18.5,305,551,518,19.2,0,562,562
1736135298,06.01.2025,3:48:18,18.6,305,540,540,19.2,0,551,551
1736136201,06.01.2025,4:03:21,18.6,305,551,551,19.3,0,540,551
1736137104,06.01.2025,4:18:24,18.6,305,551,612,19.2,0,562,540
1736138008,06.01.2025,4:33:28,18.6,305,562,551,19.4,0,551,562
1736138911,06.01.2025,4:48:31,18.6,305,551,551,19.3,0,551,562
1736139814,06.01.2025,5:03:34,18.6,305,551,601,19.3,0,562,583
1736140717,06.01.2025,5:18:37,18.6,305,551,594,19.2,0,562,562
1736141620,06.01.2025,5:33:40,18.6,305,551,551,19.2,0,551,551
1736142523,06.01.2025,5:48:43,18.6,305,551,551,19.3,0,562,551
1736143426,06.01.2025,6:03:46,18.7,305,551,540,19.4,0,551,551
1736144330,06.01.2025,6:18:50,18.7,305,551,529,19.4,0,562,551
1736145233,06.01.2025,6:33:53,18.7,305,551,601,19.4,0,551,562
1736146136,06.01.2025,6:48:56,18.7,305,562,562,19.3,0,562,562
1736147039,06.01.2025,7:03:59,18.7,305,551,500,19.4,0,551,562
1736147942,06.01.2025,7:19:02,18.7,305,562,540,19.3,0,540,562
1736148845,06.01.2025,7:34:05,18.7,305,562,562,19.4,0,562,562
1736149749,06.01.2025,7:49:09,18.6,305,551,594,19.4,0,551,562
1736150652,06.01.2025,8:04:12,18.7,305,562,540,19.4,0,551,551
1736151555,06.01.2025,8:19:15,18.7,305,572,540,19.3,0,551,551
1736152458,06.01.2025,8:34:18,18.7,321,551,572,19.4,0,529,562
1736153361,06.01.2025,8:49:21,18.9,329,540,572,19.2,0,540,562
1736154264,06.01.2025,9:04:24,18.9,329,551,518,19.4,0,551,562
1736155167,06.01.2025,9:19:27,18.9,329,562,572,19.4,0,551,540
1736156071,06.01.2025,9:34:31,18.9,337,562,540,19.4,0,540,572
1736156974,06.01.2025,9:49:34,19,329,551,540,19.5,0,562,562
1736157877,06.01.2025,10:04:37,19.2,329,562,540,17.4,0,562,540
1736158780,06.01.2025,10:19:40,19.6,305,551,601,17.5,0,551,562
1736159683,06.01.2025,10:34:43,19.6,313,551,479,17.5,0,540,551
1736160586,06.01.2025,10:49:46,19.8,305,551,518,16.9,0,572,551
1736161490,06.01.2025,11:04:50,18.7,337,562,601,17.3,0,540,551
1736162393,06.01.2025,11:19:53,18.3,329,562,540,17.5,0,562,551
1736163296,06.01.2025,11:34:56,18.2,337,551,562,17.5,0,540,572
1736164199,06.01.2025,11:49:59,18.4,345,562,540,17.8,0,518,551
1736165102,06.01.2025,12:05:02,18.8,337,562,551,18.1,0,540,540
1736166005,06.01.2025,12:20:05,19.5,337,551,540,19.1,0,562,562
1736166908,06.01.2025,12:35:08,19.7,337,540,572,20.2,0,551,551
1736167811,06.01.2025,12:50:11,20.8,360,562,562,20.8,0,551,551
1736168714,06.01.2025,13:05:14,21.4,376,562,551,21.3,0,562,540
1736169618,06.01.2025,13:20:18,21.5,462,562,551,21.9,0,562,562
1736170521,06.01.2025,13:35:21,21,572,562,583,20.9,0,529,562
1736171424,06.01.2025,13:50:24,21,635,562,594,20.5,0,562,540
1736172327,06.01.2025,14:05:27,20.9,635,551,562,20.3,0,540,562
1736173230,06.01.2025,14:20:30,21.5,651,551,583,21,0,551,551
1736174133,06.01.2025,14:35:33,21.6,635,551,572,21,0,562,551
1736175036,06.01.2025,14:50:36,21.7,627,551,562,21.1,0,562,540
1736175940,06.01.2025,15:05:40,21.7,619,562,490,21.1,0,562,540
1736176843,06.01.2025,15:20:43,21.9,580,551,540,21.5,0,540,540
1736177746,06.01.2025,15:35:46,21.4,439,562,551,22.1,0,562,562
1736178649,06.01.2025,15:50:49,21.1,392,562,583,21.6,0,562,562
1736179552,06.01.2025,16:05:52,21.2,556,572,562,21.3,0,551,540
1736180455,06.01.2025,16:20:55,21.3,596,551,572,21.5,0,562,529
1736181358,06.01.2025,16:35:58,21.2,604,551,540,21.4,0,572,562
1736182261,06.01.2025,16:51:01,21.2,604,551,551,21.3,0,562,572
1736183165,06.01.2025,17:06:05,21,580,551,583,21,0,540,572
1736184068,06.01.2025,17:21:08,21.1,572,562,562,21.3,0,551,562
1736184971,06.01.2025,17:36:11,20.8,549,562,540,21.1,0,572,551
1736185874,06.01.2025,17:51:14,20.7,517,551,572,21.2,0,562,562
1736186777,06.01.2025,18:06:17,20.6,431,562,594,21.4,0,551,572
1736187680,06.01.2025,18:21:20,20.6,588,551,529,21.6,0,562,540
1736188583,06.01.2025,18:36:23,20.7,619,562,508,21.7,0,540,562
1736189487,06.01.2025,18:51:27,20.8,666,551,540,21.7,0,583,562
1736190390,06.01.2025,19:06:30,20.8,658,562,551,21.7,0,551,551
1736191293,06.01.2025,19:21:33,20.7,658,562,551,21.2,0,562,540
1736192196,06.01.2025,19:36:36,20.7,643,562,551,21.2,0,540,562
1736193099,06.01.2025,19:51:39,20.7,588,551,601,21.2,0,551,551
1736194002,06.01.2025,20:06:42,20.2,431,551,529,21.1,0,572,551
1736194906,06.01.2025,20:21:46,20.1,368,540,601,20.8,0,551,540
1736195809,06.01.2025,20:36:49,19.6,345,562,562,20.5,0,562,562
1736196712,06.01.2025,20:51:52,19.4,337,562,551,20.4,0,551,551
1736197615,06.01.2025,21:06:55,19.2,329,562,508,20.3,0,562,551
1736198518,06.01.2025,21:21:58,19.2,329,551,551,20.2,0,562,540
1736199421,06.01.2025,21:37:01,19.1,321,562,540,20,0,551,529
1736200324,06.01.2025,21:52:04,19,321,551,540,20,0,562,562
1736201228,06.01.2025,22:07:08,19,321,551,551,19.8,0,529,551
1736202131,06.01.2025,22:22:11,18.9,321,562,518,19.8,0,540,551
1736203034,06.01.2025,22:37:14,18.7,313,562,583,19.7,0,551,551
1736203937,06.01.2025,22:52:17,18.7,321,551,540,19.5,0,551,551
1736204840,06.01.2025,23:07:20,18.6,313,551,562,19.4,0,540,551
1736205743,06.01.2025,23:22:23,18.6,321,551,562,19.5,0,572,551
1736206646,06.01.2025,23:37:26,18.5,313,572,572,19.4,0,562,562
1736207550,06.01.2025,23:52:30,18.5,321,540,551,19.4,0,551,562
1736208453,07.01.2025,0:07:33,18.4,313,562,562,19.3,0,551,562
1736209356,07.01.2025,0:22:36,18.4,321,551,583,19.3,0,572,562
1736210259,07.01.2025,0:37:39,18.4,321,551,551,19.2,0,551,572
1736211162,07.01.2025,0:52:42,18.3,321,551,583,19.2,0,540,551
1736212065,07.01.2025,1:07:45,18.2,313,551,518,19.2,0,572,551
1736212969,07.01.2025,1:22:49,18.2,313,562,583,19.2,0,572,551
1736213872,07.01.2025,1:37:52,18.2,321,562,508,19.1,0,540,562
1736214775,07.01.2025,1:52:55,18.2,321,551,518,19.1,0,562,562
1736215678,07.01.2025,2:07:58,18.2,313,562,551,19,0,551,551
1736216582,07.01.2025,2:23:02,18.2,321,551,583,19,0,551,551
1736217485,07.01.2025,2:38:05,18.2,313,551,518,19,0,551,562
1736218388,07.01.2025,2:53:08,18.2,313,562,529,19,0,551,562
1736219291,07.01.2025,3:08:11,18.2,313,572,562,19.1,0,562,572
1736220194,07.01.2025,3:23:14,18.1,313,562,572,18.9,0,572,562
1736221097,07.01.2025,3:38:17,18.1,313,551,500,18.9,0,551,551
1736222001,07.01.2025,3:53:21,18.1,313,562,551,18.9,0,562,540
1736222904,07.01.2025,4:08:24,18,321,551,540,18.8,0,562,562
1736223807,07.01.2025,4:23:27,18.1,313,562,583,18.8,0,540,551
1736224710,07.01.2025,4:38:30,18,313,562,594,18.8,0,562,551
1736225613,07.01.2025,4:53:33,17.9,321,562,529,18.7,0,551,562
1736226516,07.01.2025,5:08:36,17.9,321,551,529,18.7,0,551,562
1736227420,07.01.2025,5:23:40,17.9,321,551,551,18.7,0,551,562
1736228323,07.01.2025,5:38:43,17.8,321,551,518,18.6,0,540,562
1736229226,07.01.2025,5:53:46,17.9,321,551,594,18.7,0,540,562
1736230129,07.01.2025,6:08:49,17.9,321,551,529,18.8,0,551,562
1736231032,07.01.2025,6:23:52,17.8,321,562,583,18.6,0,562,551
1736231936,07.01.2025,6:38:56,17.8,313,551,551,18.6,0,551,540
1736232839,07.01.2025,6:53:59,17.7,321,551,540,18.4,0,562,562
1736233742,07.01.2025,7:09:02,17.6,321,540,508,18.6,0,540,540
1736234645,07.01.2025,7:24:05,17.7,321,551,551,18.6,0,551,551
1736235548,07.01.2025,7:39:08,17.7,321,562,529,18.4,0,562,551
1736236451,07.01.2025,7:54:11,17.7,321,572,562,18.6,0,572,562
1736237355,07.01.2025,8:09:15,17.7,321,540,572,18.5,0,551,540
1736238258,07.01.2025,8:24:18,18,376,562,583,18.8,0,540,551
1736239161,07.01.2025,8:39:21,18.2,486,562,551,19.2,0,551,540
1736240064,07.01.2025,8:54:24,18.2,525,562,551,19.3,0,540,562
1736240967,07.01.2025,9:09:27,18.6,541,551,572,19.4,0,551,529
1736241871,07.01.2025,9:24:31,18.9,533,572,529,19.4,0,529,562
1736242774,07.01.2025,9:39:34,19,533,551,529,19.8,0,572,562
1736243677,07.01.2025,9:54:37,19.2,423,583,518,19.9,0,562,529
